system:index,I_aoi,I_cloudsThreshold,I_endDate,I_endYear,I_outFileName,I_outFolder,I_startDate,I_startYear,.geo
0,users/saveriofrancini/PRIN/aoi,20,08-20,2022,data,dataDriven,06-10,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
